id,coder,coder_number,coder_text,pmcid,protocol,include,participants,participants_text,journal,publisher,pub_year,impact_factor,verbatim,power_calc_type,power_calc_type_text,multiple,stats_knowledge,version,version_text,power,power_text,alpha,alpha_text,sample_size,sample_size_text,effect_size_type,effect_size_type_other_standardized_text,effect_size_type_other_nonstandardized_text,effect_size_value,effect_size_value_text,stat_test,stat_test_other_regression_text,stat_test_other_nonregression_text,other_info_missing,reproducible,reproducible_text,justification,justification_text,mult_compare,mult_compare_text,anova_within_between,match,match_text,error,error_text,impact,comments_calc,comments_general
138,EZ/RTT,,NA,PMC8718735,No,Include,Non-human animals (this includes both in vivo and in vitro studies),NA,Animal Nutrition,KEAI PUBLISHING LTD,2022,6.383,"Power analyses calculated before the start of the experiment identified a minimum total sample of 8 cows. Each group was to have a power of 82.9% with a type I error of 5% using G∗Power 3.1.9.4 based on F-test of repeated measures between factors ANOVA. The average ruminal pH and VFA were analyzed by One-way repeated measures ANOVA in IBM statistics SPSS V26.0 (Chicago, IL, USA). The models included the main effects of the group (SUS vs TOL), the cow was considered as the random effect, and the hours after morning feeding was considered as the repeated measured. The effects were deemed significant at P < 0.05.",Solves for sample size (often called a priori),NA,No,Yes,Yes,3.1.9.4,Yes,0.829,Yes (0.05),NA,Yes,8,No,,,No,,ANOVA,,NA,"Their power analysis contradicts itself. It says one-way, but the mentions two factors (condition and time). So I don't know which statistical test to choose in GPower. ",No,,No justification or basis is reported,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",No,I can't find anywhere in the article that they performed an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,I imagine they used the default ANOVA option to end up with a sample size of only 8.,
138,resolveNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tb,,,,,,
139,EZ,1,NA,PMC6425842,No,Include,Non-human animals (this includes both in vivo and in vitro studies),NA,Neural Regeneration Research,,2019,2.234,"Significance for strain measurements and SFI was tested using a mixed two-way analysis of variance (ANOVA) (across: group, within: time), and Tukey’s honestly significant difference (HSD) post hoc test was used to compare means between individual groups. Axon growth was tested using one-way ANOVA, comparing proximal and distal ends separately, again using Tukey’s HSD post hoc test to compare means. All analysis was done in GraphPad Prism 7.04 (GraphPad Software, San Diego, CA, USA). Effect sizes were calculated using G*Power. For sample sizes used in our study, we were able to detect an effect size of 0.81 with a power of 0.80 (α = 0.05). Measurements are reported as the mean ± standard error of the mean (SEM).",Solves for effect size (often called sensitivity),NA,,,,,,NA,,NA,,NA,,,,,,,,NA,,,,,NA,,,,,,,,,,
139,RTT,2,NA,PMC6425842,No,Include,Non-human animals (this includes both in vivo and in vitro studies),NA,Neural Regeneration Research,,2019,2.234,"Effect sizes were calculated using G*Power. For sample sizes used in our study, we were able to detect an effect size of 0.81 with a power of 0.80 (α = 0.05).",Solves for effect size (often called sensitivity),NA,,,,,,NA,,NA,,NA,,,,,,,,NA,,,,,NA,,,,,,,,,,
139,EZ/RTT,,NA,PMC6425842,No,Include,Non-human animals (this includes both in vivo and in vitro studies),NA,Neural Regeneration Research,WOLTERS KLUWER MEDKNOW PUBLICATIONS,2019,2.234,"Effect sizes were calculated using G*Power. For sample sizes used in our study, we were able to detect an effect size of 0.81 with a power of 0.80 (α = 0.05).",Solves for effect size (often called sensitivity),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,resolveNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,EZ,1,NA,PMC8051238,No,Include,Humans,NA,ANGLE ORTHODONTIST,,2020,1.88,"The sample size was estimated by the G*Power Software (v3.1.3; Franz Faul, Universität Kiel, Germany). Based on an alpha significance level of 0.05 and a beta of 0.2 to achieve 80% power, to detect a minimum difference of 4.8 mm molar distalization with a 1.8 mm of estimated standard deviation,3 21 subjects per group were required.",Solves for sample size (often called a priori),NA,No,Yes,Yes,3.1.3,Yes (0.80),NA,Yes (0.05),NA,Yes,42,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,molar distalization (mm),Yes,4.8,the statistical test is NOT reported,,NA,,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
140,RTT,2,NA,PMC8051238,No,Include,Humans,NA,ANGLE ORTHODONTIST,,2020,1.88,"The sample size was estimated by the G*Power Software (v3.1.3; Franz Faul, Universität Kiel, Germany). Based on an alpha significance level of 0.05 and a beta of 0.2 to achieve 80% power, to detect a minimum difference of 4.8 mm molar distalization with a 1.8 mm of estimated standard deviation,3 21 subjects per group were required.",Solves for sample size (often called a priori),NA,No,Yes,Yes,3.1.3,Yes (0.80),NA,Yes (0.05),NA,Yes,42,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,mm [they also provide the SDs so they must have calculated cohen's d from this info],Yes,4.8,the statistical test is NOT reported,,NA,tails,No,,An effect size of interest or minimal clinically improtance difference (MCID),NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,they power to detect a minimum difference of 4.8mm with a SD of 1.8mm. This is a huge effect. I don't know any analysis that would require 21 subjects per group to detect such an effect.,,,
140,EZ/RTT,,NA,PMC8051238,No,Include,Humans,NA,ANGLE ORTHODONTIST,"E H ANGLE EDUCATION RESEARCH FOUNDATION, INC",2020,1.88,"The sample size was estimated by the G*Power Software (v3.1.3; Franz Faul, Universität Kiel, Germany). Based on an alpha significance level of 0.05 and a beta of 0.2 to achieve 80% power, to detect a minimum difference of 4.8 mm molar distalization with a 1.8 mm of estimated standard deviation,3 21 subjects per group were required.",Solves for sample size (often called a priori),NA,No,Yes,Yes,3.1.3,Yes (0.80),NA,Yes (0.05),NA,Yes,42,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,mm [they also provide the SDs so they must have calculated cohen's d from this info],Yes,4.8,the statistical test is NOT reported,,NA,tails,No,,An effect size of interest or minimal clinically improtance difference (MCID),NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,they power to detect a minimum difference of 4.8mm with a SD of 1.8mm. This is a huge effect. I don't know any analysis that would require 21 subjects per group to detect such an effect.,,,
140,resolveNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They clearly indicate that 4.8 is the minimal difference detectable. I would call this an effect size of interest (not necessariyl an MCID though),,,,,,,tb,,,,
141,EZ,1,NA,PMC7467300,No,Include,Humans,NA,PLoS One,,2020,2.776,"Participants in this study were identified from among the population of Bosch UK employees and were recruited as part of their well-being benefit program between June 1 and July 30, 2019. To estimate the required sample size and a priori power calculation was conducted using G*Power software for a 3 (between-subjects) × 3 (within-subjects) design with an a priori effect size estimate of f = 0.1 (small) for the primary outcome (resilience, see below) and an achieved power of 0.80. The calculation indicated that an overall sample size of at least 327 participants would be needed to detect a time x group interaction effect with 80% probability if one was present. Considering the high rate of attrition reported in internet-based interventions [25] which is on average between 43–99%, emails were sent out to 2,500 participants with an invitation to participate in the study. This recruitment procedure was designed to best ensure that at least 327 participants would complete the 5-week trial, taking potentially low uptake and high attrition into consideration. In addition to the email, posters containing a QR code leading to the study’s landing page were hung in the cafeterias of 20 Bosch UK locations.

Participants in this study were identified from among the population of Bosch UK employees and were recruited as part of their well-being benefit program between June 1 and July 30, 2019. To estimate the required sample size and a priori power calculation was conducted using G*Power software for a 3 (between-subjects) × 3 (within-subjects) design with an a priori effect size estimate of f = 0.1 (small) for the primary outcome (resilience, see below) and an achieved power of 0.80. The calculation indicated that an overall sample size of at least 327 participants would be needed to detect a time x group interaction effect with 80% probability if one was present. Considering the high rate of attrition reported in internet-based interventions [25] which is on average between 43–99%, emails were sent out to 2,500 participants with an invitation to participate in the study. This recruitment procedure was designed to best ensure that at least 327 participants would complete the 5-week trial, taking potentially low uptake and high attrition into consideration. In addition to the email, posters containing a QR code leading to the study’s landing page were hung in the cafeterias of 20 Bosch UK locations.

",Solves for sample size (often called a priori),NA,No,Yes,No,,Yes (0.80),NA,Yes (0.05),NA,Yes,327,f,,,Yes,0.1,ANOVA,,NA,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,I don't know what went wrong but using their detailed information I get very different numbers in GPower so they may or may not have done something wrong in the calculation.,Using the information they gave the Cohen setting yields apxmtly 1200 subjects. They had 358 participants...,,
141,RTT,2,NA,PMC7467300,No,Include,Humans,NA,PLoS One,,2020,2.776,"To estimate the required sample size and a priori power calculation was conducted using G*Power software for a 3 (between-subjects) × 3 (within-subjects) design with an a priori effect size estimate of f = 0.1 (small) for the primary outcome (resilience, see below) and an achieved power of 0.80. The calculation indicated that an overall sample size of at least 327 participants would be needed to detect a time x group interaction effect with 80% probability if one was present. Considering the high rate of attrition reported in internet-based interventions [25] which is on average between 43–99%, emails were sent out to 2,500 participants with an invitation to participate in the study. This recruitment procedure was designed to best ensure that at least 327 participants would complete the 5-week trial, taking potentially low uptake and high attrition into consideration.",Solves for sample size (often called a priori),NA,No,Yes,No,,Yes (0.80),NA,No,NA,Yes,327,f,,,Yes,0.1,ANOVA,,NA,ANOVA defualt option; correlation among rep measures,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They state that the 3x3 ANOVA for resilience is their primary outcome.,"Yes, but I cannot reasonably assume which option they used.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,I assume they uesd the default option. When I tried to reproduce their calculation I get ~200 participants with the defualt option and ~1200 with the cohen's option.,
